name,lats,lons,places,types
{'Музей подпольно-партизанского движения '},{'46.9727'},{'31.9905'},{'Николаев'},"{'Архитектура, Религия'}"
{'Музей политзаключенных '},{'49.5533'},{'25.5977'},{'Тернополь'},{'Монументы и памятники'}
{'Музей Полтавской битвы '},{'49.6314'},{'34.534'},{'Полтава'},"{'Архитектура, История, Религия'}"
{'Музей Почтовая станция '},{'51.0467'},{'31.8877'},{'Нежин'},"{'Монументы и памятники, Музеи'}"
{'Музей Ракетных войск стратегического назначения '},{'48.186'},{'30.6657'},{'Первомайск'},{'Природа'}
{'Музей редкой книги '},{'51.0473'},{'31.8813'},{'Нежин'},"{'Монументы и памятники, Музеи'}"
{'Музей ретро-автомобилей '},{'47.8768'},{'35.1277'},{'Запорожье'},"{'История, Музеи'}"
{'Музей секса и сексуальных культур мира '},{'50.0108'},{'36.2427'},{'Харьков'},"{'Улицы, площади, видовые места'}"
{'Музей семейних профессий '},{'48.9125'},{'24.7184'},{'Ивано-Франковск'},"{'Архитектура, Религия'}"
{'Музей Скала '},{'50.9469'},{'28.6485'},{'Коростень'},{'Природа'}
{'Музей Сковороды '},{'50.0803'},{'31.4586'},{'Переяслав-Хмельницкий'},"{'История, Природа'}"
{'Музей советской оккупации '},{'50.3939'},{'30.5049'},{'Киев'},{'Развлечения'}
{'Музей судостроения и флота '},{'46.9783'},{'31.9858'},{'Николаев'},{'Музеи'}
{'Музей судоходства '},{'47.8'},{'35.1347'},{'Запорожье'},"{'Архитектура, Улицы, площади, видовые места'}"
{'Музей техники Богуслаева '},{'47.8178'},{'35.1931'},{'Запорожье'},{'Музеи'}
{'Музей трипольской культуры Древняя Аратта — Украина '},{'50.1278'},{'30.7686'},{'Триполье'},"{'Активный отдых, Развлечения'}"
{'Музей Филики Этерия '},{'46.4823'},{'30.7364'},{'Одесса'},"{'Архитектура, История'}"
{'Музей Чайковского '},{'49.1065'},{'28.1706'},{'Винница'},"{'Архитектура, Природа'}"
{'Музей якоря '},{'46.4923'},{'30.7479'},{'Одесса'},"{'Активный отдых, Транспорт'}"
{'Музей-заповедник Ганина пустынь '},{'51.2524'},{'32.333'},{'Нежин'},"{'Архитектура, Улицы, площади, видовые места'}"
{'Музей-заповедник Хутор Надия '},{'48.4699'},{'31.9697'},{'Кропивницкий'},{'Природа'}
{'Музей-усадьба И.П.Котляревского '},{'49.5817'},{'34.5679'},{'Полтава'},"{'Архитектура, Религия'}"
{'Музей-усадьба Леси Украинки '},{'51.1763'},{'24.7915'},{'Ковель'},"{'История, Религия'}"
{'Музейный комплекс Мыстецкий арсенал '},{'50.4343'},{'30.5534'},{'Киев'},"{'Природа, Развлечения'}"
{'Музыкальный фонтан '},{'47.9049'},{'33.3938'},{'Кривой Рог'},{'Музеи'}
{'Музыкальный фонтан '},{'47.838'},{'35.1384'},{'Запорожье'},"{'Развлечения, Театры и музыка'}"
{'Мушкетовское кладбище '},{'47.9892'},{'37.8697'},{'Донецк'},{'Монументы и памятники'}
{'Национальный академический театр оперы и балета Украины имени Тараса Шевченко '},{'50.4467'},{'30.5128'},{'Киев'},"{'Музеи, Театры и музыка'}"
{'Национальный заповедник Переяслав '},{'50.06'},{'31.4807'},{'Переяслав-Хмельницкий'},"{'История, Природа'}"
{'Национальный заповедник Родина Тараса Шевченко '},{'49.1964'},{'31.0931'},{'Корсунь-Шевченковский'},"{'Архитектура, Музеи'}"
{'Национальный литературно-мемориальный музей Г. С. Сковороды '},{'50.1578'},{'35.7676'},{'Харьков'},"{'Архитектура, История'}"
{'Национальный музей Чернобыль '},{'50.4665'},{'30.5175'},{'Киев'},"{'Архитектура, Музеи'}"
{'Национальный природный парк Святые горы '},{'48.9799'},{'37.7169'},{'Святогорск'},{'Природа'}
{'Национальный университет Львовская политехника '},{'49.8353'},{'24.0144'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Национальный художественный музей Украины '},{'50.4493'},{'30.5309'},{'Киев'},"{'Улицы, площади, видовые места'}"
{'Национальный Экспоцентр Украины '},{'50.3784'},{'30.4786'},{'Киев'},{'Природа'}
{'Николаевская обсерватория '},{'46.9729'},{'31.9729'},{'Николаев'},"{'Активный отдых, Природа, Развлечения'}"
{'Николаевская церковь '},{'49.3'},{'25.6903'},{'Теребовля'},"{'Архитектура, Религия'}"
{'Николаевская церковь '},{'48.4772'},{'34.9861'},{'Днепр'},"{'Улицы, площади, видовые места'}"
{'Николаевская церковь '},{'50.5781'},{'34.4728'},{'Тростянец (Сумская обл.)'},{'Архитектура'}
{'Николаевская церковь '},{'48.6718'},{'26.5748'},{'Каменец-Подольский'},"{'Архитектура, История'}"
{'Николаевская церковь в Килие '},{'45.4389'},{'29.2642'},{'Вилково'},"{'История, Музеи'}"
{'Николаевские катакомбы '},{'46.9693'},{'31.9534'},{'Николаев'},"{'Архитектура, Религия'}"
{'Николаевский драматический театр '},{'46.9754'},{'31.9922'},{'Николаев'},{'Музеи'}
{'Николаевский зоопарк '},{'46.9597'},{'32.0362'},{'Николаев'},"{'Архитектура, Театры и музыка'}"
{'Николаевский костёл '},{'50.4269'},{'30.5178'},{'Киев'},{'Развлечения'}
{'Николаевский костел '},{'49.4098'},{'24.6106'},{'Рогатин'},"{'Архитектура, Музеи'}"
{'Николаевский краеведческий музей '},{'46.972'},{'32.0068'},{'Николаев'},"{'Монументы и памятники, Улицы, площади, видовые места'}"
{'Николаевский собор '},{'51.0482'},{'31.887'},{'Нежин'},"{'Монументы и памятники, Музеи'}"
{'Николаевский собор '},{'48.5242'},{'34.6137'},{'Каменское'},{'Природа'}
{'Николаевский яхт-клуб '},{'46.9756'},{'31.96'},{'Николаев'},"{'Архитектура, Религия'}"
{'Никопольский краеведческий музей '},{'47.5676'},{'34.3927'},{'Кривой Рог'},{'Природа'}
{'Нудистский пляж '},{'46.7162'},{'36.8384'},{'Бердянск'},{'Монументы и памятники'}
{'Оборонный комплекс Тустань '},{'49.1915'},{'23.4128'},{'Сходница'},"{'Архитектура, Природа'}"
{'Одесские катакомбы '},{'46.5194'},{'30.6767'},{'Одесса'},"{'Транспорт, Улицы, площади, видовые места'}"
{'Одесский историко-краеведческий музей '},{'46.4863'},{'30.7358'},{'Одесса'},{'Монументы и памятники'}
{'Одесский музей западного и восточного искусства '},{'46.4827'},{'30.7431'},{'Одесса'},{'Театры и музыка'}
{'Одесский музей нумизматики '},{'46.4824'},{'30.7374'},{'Одесса'},{'Музеи'}
{'Одесский музей Холокоста '},{'46.4716'},{'30.7318'},{'Одесса'},{'Музеи'}
{'Одесский русский драматический театр '},{'46.4831'},{'30.7341'},{'Одесса'},"{'Активный отдых, Монументы и памятники, Природа, Улицы, площади, видовые места'}"
{'Одесский фуникулер '},{'46.4882'},{'30.742'},{'Одесса'},{'Развлечения'}
{'Одесский художественный музей '},{'46.4933'},{'30.7288'},{'Одесса'},"{'Монументы и памятники, Улицы, площади, видовые места'}"
{'Озеро Бучак '},{'49.8652'},{'31.438'},{'Канев'},{'Природа'}
{'Озеро Рапное '},{'48.8707'},{'37.6351'},{'Краматорск'},{'Музеи'}
{'Озеро Соленый Лиман '},{'48.6417'},{'35.5192'},{'Новомосковск'},{'Монументы и памятники'}
{'Озерянская церковь '},{'49.9863'},{'36.1909'},{'Харьков'},{'Активный отдых'}
{'Океанариум Морская сказка '},{'50.4584'},{'30.6137'},{'Киев'},"{'Архитектура, История, Религия'}"
{'Олыка — родовое поместье Радзивиллов '},{'50.7278'},{'25.8162'},{'Луцк'},{'Природа'}
{'Олыцкий замок '},{'50.7232'},{'25.8098'},{'Луцк'},{'Природа'}
{'Остров Березань '},{'46.5986'},{'31.4103'},{'Очаков'},{'Монументы и памятники'}
{'Острожская академия '},{'50.329'},{'26.5124'},{'Ровно'},"{'Архитектура, Религия'}"
{'Острожский замок '},{'50.3264'},{'26.5213'},{'Ровно'},"{'Архитектура, Религия'}"
{'Пальма Мерцалова '},{'48.0077'},{'37.8013'},{'Донецк'},"{'Активный отдых, Архитектура'}"
{'Памятник The Beatles '},{'48.0117'},{'37.8044'},{'Донецк'},"{'Активный отдых, Архитектура'}"
{'Памятник Адаму Мицкевичу '},{'49.8395'},{'24.03'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Памятник апельсину '},{'46.4914'},{'30.7336'},{'Одесса'},"{'Архитектура, Музеи'}"
{'Памятник Богдану Хмельницкому '},{'50.4536'},{'30.5165'},{'Киев'},"{'Архитектура, Музеи'}"
{'Памятник Богдану Хмельницкому '},{'46.8295'},{'35.3613'},{'Мелитополь'},"{'Активный отдых, Производство, Развлечения'}"
{'Памятник Богдану Хмельницкому '},{'47.5504'},{'34.4077'},{'Кривой Рог'},{'Природа'}
{'Памятник Бычку-кормильцу '},{'46.75'},{'36.7886'},{'Бердянск'},{'Монументы и памятники'}
{'Памятник В.Высоцкому '},{'46.8441'},{'35.3726'},{'Мелитополь'},"{'Активный отдых, Производство, Развлечения'}"
{'Памятник варенику '},{'49.4436'},{'32.0697'},{'Черкассы'},{'Монументы и памятники'}
{'Памятник водопроводчику '},{'49.4281'},{'32.0598'},{'Черкассы'},"{'Природа, Развлечения'}"
{'Памятник Высоцкому '},{'46.4596'},{'30.7568'},{'Одесса'},"{'Активный отдых, Пляжи'}"
{'Памятник галушке '},{'49.5821'},{'34.5687'},{'Полтава'},"{'Архитектура, Религия'}"
{'Памятник героям Бронепоезда '},{'49.7603'},{'31.418'},{'Канев'},"{'История, Природа'}"
{'Памятник героям Чернобыля '},{'50.518'},{'30.808'},{'Бровары'},"{'Рестораны, кафе'}"
{'Памятник граблям '},{'46.7533'},{'36.7897'},{'Бердянск'},{'Монументы и памятники'}
{'Памятник гусару '},{'50.9102'},{'34.8008'},{'Сумы'},"{'Архитектура, Религия'}"
{'Памятник Даниле Галицкому '},{'49.5525'},{'25.5899'},{'Тернополь'},{'Монументы и памятники'}
{'Памятник дачникам '},{'46.758'},{'36.7872'},{'Бердянск'},{'Монументы и памятники'}
{'Памятник деруну '},{'50.9499'},{'28.6469'},{'Коростень'},{'Природа'}
{'Памятник Дети лейтенанта Шмидта '},{'46.7552'},{'36.7862'},{'Бердянск'},{'Монументы и памятники'}
{'Памятник Жабе '},{'46.7465'},{'36.7929'},{'Бердянск'},{'Монументы и памятники'}
{'Памятник защитникам Полтавы '},{'49.5793'},{'34.5611'},{'Полтава'},"{'Архитектура, Религия'}"
{'Памятник И.А.Зубковскому '},{'49.9683'},{'33.6104'},{'Миргород'},{'Музеи'}
{'Памятник И.П.Горичу '},{'46.6134'},{'31.5515'},{'Очаков'},{'Природа'}
{'Памятник казаку Рогу '},{'47.9055'},{'33.3957'},{'Кривой Рог'},{'Музеи'}
{'Памятник князю Владимиру '},{'50.4561'},{'30.5271'},{'Киев'},"{'Архитектура, Религия'}"
{'Памятник комару '},{'46.7278'},{'36.8207'},{'Бердянск'},{'Монументы и памятники'}
{'Памятник Кресло желаний '},{'46.7495'},{'36.7896'},{'Бердянск'},{'Монументы и памятники'}
{'Памятник Леннону '},{'48.4429'},{'27.8038'},{'Могилев-Подольский'},"{'Архитектура, Музеи'}"
{'Памятник мальчику-рыбаку '},{'46.7481'},{'36.7905'},{'Бердянск'},{'Монументы и памятники'}
{'Памятник Марусе Чурай '},{'49.5856'},{'34.5562'},{'Полтава'},"{'Архитектура, Улицы, площади, видовые места'}"
{'Памятник на месте отдыха Петра I '},{'49.5845'},{'34.5649'},{'Полтава'},"{'Архитектура, Религия'}"
{'Памятник огурцу '},{'51.0244'},{'31.8846'},{'Нежин'},"{'Монументы и памятники, Музеи'}"
{'Памятник основателям Киева '},{'50.4291'},{'30.5689'},{'Киев'},"{'Активный отдых, Природа'}"
{'Памятник Парусник '},{'46.7507'},{'36.7891'},{'Бердянск'},{'Монументы и памятники'}
{'Памятник первым корабелам '},{'46.6299'},{'32.6216'},{'Херсон'},"{'Архитектура, Театры и музыка'}"
{'Памятник погибшим байкерам '},{'49.8435'},{'30.159'},{'Белая Церковь'},"{'Архитектура, Религия'}"
{'Памятник поручику Ржевскому '},{'48.5538'},{'35.8347'},{'Павлоград'},{'Музеи'}
{'Памятник Потемкину '},{'46.6337'},{'32.6138'},{'Херсон'},"{'Архитектура, Религия'}"
{'Памятник сантехникам '},{'49.0856'},{'33.4308'},{'Кременчуг'},"{'Архитектура, Монументы и памятники, Природа, Религия'}"
{'Памятник сантехнику '},{'46.7498'},{'36.79'},{'Бердянск'},{'Монументы и памятники'}
{'Памятник семье и семейным ценностям '},{'47.9052'},{'33.3946'},{'Кривой Рог'},{'Музеи'}
{'Памятник Сергею Бубке '},{'48.0163'},{'37.8034'},{'Донецк'},{'Музеи'}
{'Памятник Степану Бандере '},{'49.5559'},{'25.5905'},{'Тернополь'},{'Театры и музыка'}
{'Памятник Счастливое детство '},{'46.753'},{'36.7895'},{'Бердянск'},{'Монументы и памятники'}
{'Памятник Т. Г. Шевченко '},{'50.9082'},{'34.7996'},{'Сумы'},"{'Улицы, площади, видовые места'}"
{'Памятник Т.Г. Шевченко '},{'50.7509'},{'33.486'},{'Сумы'},"{'Архитектура, История'}"
{'Памятник Тарасу Шевченко '},{'50.0011'},{'36.2342'},{'Харьков'},{'Музеи'}
{'Памятник Тарасу Шевченко '},{'49.841'},{'24.0283'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Памятник Тарасу Шевченко в Броварах '},{'50.4995'},{'30.7726'},{'Бровары'},"{'Рестораны, кафе'}"
{'Памятник туристам '},{'46.7542'},{'36.7897'},{'Бердянск'},{'Монументы и памятники'}
{'Памятник украинским казакам '},{'49.5857'},{'34.5637'},{'Полтава'},"{'Архитектура, Религия'}"
{'Памятники героям произведений Ильфа и Петрова в Харькове '},{'50.0061'},{'36.242'},{'Харьков'},{'Музеи'}
"{'Памятники сантехнику, невидимке и стулу '}",{'49.5514'},{'25.5912'},{'Тернополь'},"{'Архитектура, История, Музеи'}"
{'Памятный знак-фонарь в честь 180-летия Бердянска '},{'46.7493'},{'36.7885'},{'Бердянск'},{'Монументы и памятники'}
{'Панское озеро '},{'47.6886'},{'35.3227'},{'Запорожье'},{'Музеи'}
{'Парк Белокузьминовский '},{'48.6619'},{'37.6857'},{'Донецк'},{'Музеи'}
{'Парк Богдана Хмельницкого '},{'49.8274'},{'24.0225'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Парк Глобы '},{'48.4702'},{'35.03'},{'Днепр'},{'Архитектура'}
{'Парк Горького '},{'46.8386'},{'35.367'},{'Мелитополь'},"{'Активный отдых, Производство, Развлечения'}"
{'Парк Знесенье '},{'49.8443'},{'24.0535'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Парк им. Александра Пушкина '},{'47.5577'},{'34.4082'},{'Кривой Рог'},{'Природа'}
{'Парк имени Ивана Франко '},{'49.8384'},{'24.0201'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Парк кованых фигур '},{'48.0162'},{'37.8001'},{'Донецк'},{'Монументы и памятники'}
{'Парк культуры и отдыха города Донецка '},{'48.0211'},{'37.8126'},{'Донецк'},{'Монументы и памятники'}
{'Парк курорта Миргород '},{'49.968'},{'33.609'},{'Миргород'},{'Музеи'}
{'Парк Мира '},{'49.0942'},{'33.4116'},{'Кременчуг'},"{'Архитектура, Монументы и памятники, Природа, Религия'}"
{'Парк Победы '},{'46.4462'},{'30.7532'},{'Одесса'},"{'Активный отдых, Пляжи, Развлечения'}"
{'Парк Правды '},{'47.9'},{'33.3311'},{'Кривой Рог'},"{'Активный отдых, Природа, Улицы, площади, видовые места'}"
{'Парк развлечений Кирилловская сечь '},{'46.3649'},{'35.3509'},{'Кирилловка'},"{'Активный отдых, Пляжи, Природа'}"
{'Парк скульптур Украинская степь '},{'48.0059'},{'37.8016'},{'Донецк'},"{'Архитектура, Развлечения'}"
{'Парк Щербакова '},{'47.9919'},{'37.79'},{'Донецк'},"{'Активный отдых, Архитектура'}"
{'Парк Элита '},{'46.993'},{'35.466'},{'Мелитополь'},"{'Архитектура, Религия'}"
{'Пархомовский историко-художественный музей им. А. Лунева '},{'50.1245'},{'35.0076'},{'Харьков'},"{'История, Музеи'}"
{'Пелагеевский монастырь '},{'47.7309'},{'32.3542'},{'Николаев'},"{'Активный отдых, Природа'}"
{'Петропавловская церковь '},{'51.4868'},{'23.8561'},{'Шацк'},"{'Архитектура, История, Религия'}"
{'Петропавловский костел '},{'49.444'},{'24.9377'},{'Тернополь'},"{'Архитектура, Религия'}"
{'Пешеходная улица Стометровка '},{'48.9205'},{'24.7082'},{'Ивано-Франковск'},"{'Архитектура, Религия'}"
{'Пещера Млынки '},{'48.9549'},{'25.8731'},{'Чертков (Чортков)'},{'Природа'}
{'Пещера Озерная '},{'48.7678'},{'25.993'},{'Борщев'},"{'Архитектура, Религия'}"
{'Пещера Оптимистическая '},{'48.7431'},{'25.993'},{'Борщев'},"{'История, Религия, Улицы, площади, видовые места'}"
{'Пещерный монастырь в Монастырке '},{'48.7306'},{'25.8533'},{'Борщев'},"{'Архитектура, Религия'}"
{'Пивзавод Микулинецкий Бровар '},{'49.3948'},{'25.603'},{'Теребовля'},{'Религия'}
{'Пивзавод Ривень '},{'50.6214'},{'26.2299'},{'Ровно'},"{'Природа, Развлечения'}"
{'Пирамида — усыпальница Билевичей '},{'49.063'},{'33.8635'},{'Кременчуг'},{'Музеи'}
{'Пирамида — усыпальница Закревских '},{'50.3211'},{'32.2358'},{'Пирятин'},"{'Музеи, Природа'}"
{'Плоский дом '},{'49.838'},{'24.0401'},{'Львов'},"{'Архитектура, История'}"
{'Плоский дом '},{'50.2582'},{'28.6593'},{'Житомир'},{'Монументы и памятники'}
{'Площадь Армянский рынок '},{'48.6735'},{'26.5721'},{'Каменец-Подольский'},"{'Архитектура, Музеи'}"
{'Площадь Данила Галицкого '},{'49.8442'},{'24.0327'},{'Львов'},"{'История, Музеи, Шоппинг'}"
{'Площадь Конституции '},{'49.9923'},{'36.231'},{'Харьков'},"{'Архитектура, История, Религия'}"
{'Площадь Мицкевича '},{'49.8394'},{'24.03'},{'Львов'},"{'Рестораны, кафе'}"
{'Площадь Свободы '},{'50.0064'},{'36.2293'},{'Харьков'},{'Монументы и памятники'}
{'Площадь Турецкая криница '},{'48.2948'},{'25.9398'},{'Черновцы'},"{'Улицы, площади, видовые места'}"
{'Площадь Филармонии '},{'48.2948'},{'25.934'},{'Черновцы'},"{'Архитектура, Музеи'}"
{'Пневский замок '},{'48.6227'},{'24.555'},{'Ивано-Франковск'},"{'Архитектура, Религия'}"
{'Подгорецкий монастырь '},{'49.9277'},{'24.9709'},{'Золочев'},"{'Архитектура, История'}"
{'Подольские Товтры '},{'48.74'},{'26.3847'},{'Каменец-Подольский'},"{'Архитектура, История'}"
{'Покровская церковь '},{'51.92'},{'33.14'},{'Новгород-Северский'},{'Музеи'}
{'Покровская церковь '},{'50.4445'},{'34.2085'},{'Миргород'},"{'История, Музеи'}"
{'Покровская церковь в Ромашках '},{'49.7306'},{'30.5945'},{'Белая Церковь'},"{'Архитектура, Религия'}"
{'Покровская церковь в Сулимовке '},{'50.3967'},{'31.1864'},{'Борисполь'},{'Развлечения'}
{'Покровская церковь-замок '},{'49.1768'},{'26.9321'},{'Ярмолинцы'},{'Природа'}
{'Покровский женский монастырь '},{'50.4584'},{'30.4936'},{'Киев'},{'Музеи'}
{'Покровский женский монастырь '},{'49.0707'},{'27.6686'},{'Винница'},"{'Архитектура, История, Религия'}"
{'Покровский кафедральный собор '},{'50.2996'},{'34.89'},{'Тростянец (Сумская обл.)'},{'Музеи'}
{'Покровский собор '},{'49.9917'},{'36.2288'},{'Харьков'},{'Архитектура'}
{'Покровский собор '},{'47.8108'},{'35.183'},{'Запорожье'},"{'Развлечения, Театры и музыка'}"
{'Поле Берестецкой битвы '},{'50.3494'},{'25.1944'},{'Дубно'},"{'Архитектура, История'}"
{'Полесский природный заповедник '},{'51.5344'},{'28.1081'},{'Коростень'},"{'История, Музеи'}"
{'Полесский трамвай Кукушка '},{'51.3112'},{'26.3031'},{'Ровно'},"{'Архитектура, Религия'}"
{'Полтавский краеведческий музей '},{'49.5837'},{'34.5614'},{'Полтава'},{'Монументы и памятники'}
{'Польские ворота '},{'48.6786'},{'26.5706'},{'Каменец-Подольский'},"{'Архитектура, История'}"
{'Поморянский замок '},{'49.6293'},{'24.9382'},{'Золочев'},"{'История, Религия'}"
{'Почаевский Свято-Духовский монастырь '},{'49.9953'},{'25.547'},{'Почаев'},"{'Архитектура, История'}"
{'Преображенская церковь '},{'49.8437'},{'24.0294'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Преображенская церковь '},{'49.5237'},{'31.7449'},{'Черкассы'},"{'Архитектура, Религия'}"
{'Приингульский ландшафтный парк '},{'47.7457'},{'32.377'},{'Николаев'},"{'Активный отдых, Природа'}"
{'Природоведческий музей '},{'50.4455'},{'30.5143'},{'Киев'},"{'Рестораны, кафе'}"
{'Проспект Карла Маркса '},{'48.4683'},{'35.0391'},{'Днепр'},{'Природа'}
{'Проспект Ленина '},{'47.0976'},{'37.5353'},{'Мариуполь'},{'Природа'}
{'Проспект Свободы '},{'49.8417'},{'24.0276'},{'Львов'},{'Театры и музыка'}
{'Проспект Шевченко '},{'49.8372'},{'24.0317'},{'Львов'},"{'Улицы, площади, видовые места'}"
{'Пруд Миргородская лужа '},{'49.9692'},{'33.6087'},{'Миргород'},{'Музеи'}
{'Пруд Слоница '},{'49.2689'},{'23.5116'},{'Трускавец'},"{'Рестораны, кафе'}"
{'Пушкинская улица '},{'50.0047'},{'36.2485'},{'Харьков'},{'Музеи'}
{'Развлекательный комплекс Миллениум '},{'49.2806'},{'23.5149'},{'Трускавец'},"{'Архитектура, Музеи'}"
{'Развлекательный комплекс Сафари-парк '},{'46.3362'},{'35.3415'},{'Кирилловка'},"{'Активный отдых, Природа'}"
{'Район Погулянка '},{'49.8251'},{'24.0666'},{'Львов'},"{'Архитектура, История, Религия'}"
{'Региональный ландшафтный парк Гранитно-Степное Побужье '},{'48.0282'},{'30.9414'},{'Николаев'},{'Природа'}
{'Региональный ландшафтный парк Клебан-бык '},{'48.4402'},{'37.717'},{'Донецк'},"{'Активный отдых, Развлечения, Транспорт'}"
{'Региональный ландшафтный парк Меотида '},{'46.9104'},{'37.3475'},{'Мариуполь'},"{'Улицы, площади, видовые места'}"
{'Резиденция губернатора '},{'46.637'},{'32.6224'},{'Херсон'},{'Монументы и памятники'}
{'Резиденция Межигорье '},{'50.6125'},{'30.4742'},{'Вышгород'},{'История'}
{'Ризоположенческий монастырь '},{'50.2026'},{'29.827'},{'Фастов'},"{'Архитектура, Природа'}"
{'Ровенская детская железная дорога '},{'50.6205'},{'26.2398'},{'Ровно'},{'Производство'}
{'Родовое гнездо магнатов Вишневецких '},{'49.8981'},{'25.7339'},{'Кременец'},"{'Архитектура, История, Религия'}"
{'Родовое имение Галаганов в Сокиринцах '},{'50.6962'},{'32.7649'},{'Тростянец (Черниговская обл.)'},"{'Архитектура, Религия'}"
{'Рождественская церковь '},{'47.5765'},{'34.3086'},{'Кривой Рог'},{'Природа'}
{'Руины греческой колонии Ольвия '},{'46.7048'},{'31.9012'},{'Николаев'},{'Музеи'}
{'Руины крепости Звягель '},{'50.5933'},{'27.6244'},{'Житомир'},"{'Архитектура, История'}"
{'Руины Немешаевского дворца '},{'50.5763'},{'30.1087'},{'Буча'},{'История'}
{'Русская улица '},{'49.8418'},{'24.034'},{'Львов'},"{'Музеи, Шоппинг'}"
{'Русские ворота '},{'48.6721'},{'26.5693'},{'Каменец-Подольский'},"{'Архитектура, Музеи'}"
{'Русский культурный центр во Львове '},{'49.8421'},{'24.0408'},{'Львов'},{'Архитектура'}
{'Рыночная площадь в Жолкве '},{'50.0556'},{'23.9704'},{'Львов'},"{'Архитектура, Религия'}"
{'Савранский лес '},{'48.0855'},{'30.0517'},{'Саврань'},{'Архитектура'}
{'Самарский монастырь '},{'48.6309'},{'35.2862'},{'Новомосковск'},"{'Улицы, площади, видовые места'}"
{'Самарский Пустынно-Николаевский мужской монастырь '},{'48.6297'},{'35.286'},{'Днепр'},"{'Улицы, площади, видовые места'}"
{'Санжейский маяк '},{'46.2375'},{'30.6192'},{'Одесса'},{'Религия'}
{'Сафари-парк '},{'46.0048'},{'34.842'},{'Арабатская стрелка'},{'Музеи'}
{'Светомузыкальный фонтан '},{'49.4454'},{'32.0611'},{'Черкассы'},{'Монументы и памятники'}
{'Свиржский замок '},{'49.6525'},{'24.4322'},{'Львов'},"{'Архитектура, Религия'}"
{'Свято-Введенская церковь '},{'46.8488'},{'33.4409'},{'Новая Каховка'},"{'Музеи, Производство, Экскурсии'}"
{'Свято-Духовский собор '},{'46.6345'},{'32.6063'},{'Херсон'},"{'Архитектура, Религия'}"
{'Свято-Николаевская церковь '},{'49.808'},{'34.5422'},{'Полтава'},{'Музеи'}
{'Свято-Николаевская церковь '},{'46.9749'},{'31.9893'},{'Николаев'},{'Религия'}
{'Свято-Николаевский Милецкий монастырь '},{'51.4575'},{'24.7542'},{'Ковель'},"{'Активный отдых, Природа'}"
{'Свято-Николаевский монастырь '},{'48.7369'},{'28.0828'},{'Шаргород'},"{'Архитектура, Природа'}"
{'Свято-Николаевский собор (Мечеть) '},{'46.6084'},{'31.5476'},{'Очаков'},{'Природа'}
{'Свято-Николаевский храм '},{'48.8929'},{'34.4638'},{'Днепр'},"{'Архитектура, Религия'}"
{'Свято-Никольский собор '},{'49.8942'},{'28.5833'},{'Бердичев'},"{'Архитектура, Религия'}"
{'Свято-Пантелеимоновский скит в Феофании '},{'50.3447'},{'30.4881'},{'Киев'},"{'Архитектура, История, Религия'}"
{'Свято-Пантелеймоновский монастырь '},{'46.4696'},{'30.7397'},{'Одесса'},{'Музеи'}
{'Свято-Покровская церковь в Луцке '},{'50.7389'},{'25.3174'},{'Луцк'},"{'Производство, Экскурсии'}"
{'Свято-Покровский собор (Измаил) '},{'45.341'},{'28.8344'},{'Измаил'},"{'Активный отдых, Природа'}"
{'Свято-Покровский храм '},{'48.1425'},{'35.7998'},{'Днепр'},"{'Архитектура, Театры и музыка'}"
{'Свято-Троицкий Браиловский монастырь '},{'49.1057'},{'28.1686'},{'Винница'},"{'Архитектура, Природа'}"
{'Свято-Троицкий кафедральный собор '},{'48.463'},{'35.0455'},{'Днепр'},"{'Архитектура, Театры и музыка'}"
{'Свято-Троицкий собор '},{'46.4763'},{'30.7383'},{'Одесса'},{'Музеи'}
{'Свято-Успенский собор '},{'49.5822'},{'34.5675'},{'Полтава'},"{'Архитектура, Религия'}"
{'Свято-Успенский собор в Миргороде '},{'49.9694'},{'33.6108'},{'Миргород'},{'Музеи'}
{'Святодуховский монастырь '},{'51.3393'},{'33.8666'},{'Глухов'},{'Архитектура'}
{'Седневский конный двор '},{'51.6587'},{'31.5764'},{'Чернигов'},"{'Улицы, площади, видовые места'}"
{'Село Бакота '},{'48.5979'},{'27.0011'},{'Каменец-Подольский'},"{'Архитектура, История, Религия'}"
{'Село Келеберда '},{'48.9654'},{'33.707'},{'Кременчуг'},{'Природа'}
{'Село Триполье '},{'50.1188'},{'30.7836'},{'Триполье'},"{'Архитектура, История, Религия'}"
{'Сидоровский замок '},{'49.0074'},{'26.1702'},{'Чертков (Чортков)'},"{'Архитектура, История'}"
{'Синагога Темпль '},{'48.922'},{'24.7119'},{'Ивано-Франковск'},"{'Архитектура, Музеи, Религия'}"
{'Сиреневая роща '},{'49.809'},{'34.533'},{'Полтава'},{'Музеи'}
{'Сказочная дубрава '},{'46.7633'},{'33.3613'},{'Новая Каховка'},"{'Архитектура, История, Религия'}"
{'Скала Голова Чацкого '},{'50.2418'},{'28.6478'},{'Житомир'},{'Архитектура'}
{'Скала Гранитный репер '},{'49.0595'},{'33.3992'},{'Кременчуг'},"{'Природа, Развлечения'}"
